"country","Year","Age","ex","Sex","edagg_1","edagg_2","edagg_3","edagg_4","edagg_5","H_1","H_2","H_3","H_4","H_5","gain_1","gain_2","gain_3","gain_4","gain_5","span_1","span_2","span_3","span_4","span_5"
"Netherlands",1952,0,70.96,"Men",12.78,5.35,3.51,2.69,2.23,0.18,0.07,0.05,0.04,0.03,12.77,4.97,3.55,2.84,2.13,83.73,88.7,92.25,95.09,97.22
"Netherlands",1953,0,70.43,"Men",12.88,5.37,3.54,2.73,2.26,0.18,0.08,0.05,0.04,0.03,12.68,5.63,3.52,2.82,2.11,83.11,88.74,92.26,95.08,97.19
"Netherlands",1954,0,70.96,"Men",12.59,5.38,3.58,2.77,2.28,0.18,0.08,0.05,0.04,0.03,12.77,5.68,3.55,2.84,2.13,83.73,89.41,92.96,95.8,97.93
"Netherlands",1955,0,70.94,"Men",12.44,5.31,3.53,2.72,2.24,0.17,0.07,0.05,0.04,0.03,12.06,4.97,3.55,2.84,2.13,83,87.97,91.52,94.36,96.49
"Netherlands",1956,0,70.97,"Men",12.24,5.25,3.49,2.7,2.24,0.17,0.07,0.05,0.04,0.03,12.06,4.97,3.55,2.84,2.13,83.03,88,91.55,94.39,96.52
"Netherlands",1957,0,71.38,"Men",12.31,5.32,3.52,2.7,2.22,0.17,0.07,0.05,0.04,0.03,12.13,5,3.57,2.86,2.14,83.51,88.51,92.08,94.94,97.08
"Netherlands",1958,0,71.46,"Men",12.22,5.31,3.52,2.71,2.24,0.17,0.07,0.05,0.04,0.03,12.15,5,3.57,2.86,2.14,83.61,88.61,92.18,95.04,97.18
"Netherlands",1959,0,71.25,"Men",12.43,5.38,3.54,2.7,2.22,0.17,0.07,0.05,0.04,0.03,12.11,4.99,3.56,2.85,2.14,83.36,88.35,91.91,94.76,96.9
"Netherlands",1960,0,71.45,"Men",12.23,5.34,3.53,2.7,2.23,0.17,0.07,0.05,0.04,0.03,12.15,5,3.57,2.86,2.14,83.6,88.6,92.17,95.03,97.17
"Netherlands",1961,0,71.43,"Men",12.42,5.49,3.64,2.79,2.3,0.17,0.08,0.05,0.04,0.03,12.14,5.71,3.57,2.86,2.14,83.57,89.28,92.85,95.71,97.85
"Netherlands",1962,0,70.96,"Men",12.29,5.44,3.62,2.78,2.29,0.17,0.08,0.05,0.04,0.03,12.06,5.68,3.55,2.84,2.13,83.02,88.7,92.25,95.09,97.22
"Netherlands",1963,0,71.01,"Men",12.15,5.41,3.57,2.72,2.23,0.17,0.08,0.05,0.04,0.03,12.07,5.68,3.55,2.84,2.13,83.08,88.76,92.31,95.15,97.28
"Netherlands",1964,0,71.28,"Men",12.5,5.74,3.84,2.94,2.41,0.17,0.08,0.05,0.04,0.03,12.12,5.7,3.56,2.85,2.14,83.4,89.1,92.66,95.51,97.65
"Netherlands",1965,0,71.14,"Men",12.25,5.6,3.73,2.85,2.34,0.17,0.08,0.05,0.04,0.03,12.09,5.69,3.56,2.85,2.13,83.23,88.92,92.48,95.33,97.46
"Netherlands",1966,0,71.05,"Men",12.32,5.63,3.75,2.86,2.35,0.17,0.08,0.05,0.04,0.03,12.08,5.68,3.55,2.84,2.13,83.13,88.81,92.36,95.2,97.33
"Netherlands",1967,0,71.18,"Men",12.44,5.82,3.91,3,2.46,0.17,0.08,0.05,0.04,0.03,12.1,5.69,3.56,2.85,2.14,83.28,88.97,92.53,95.38,97.52
"Netherlands",1968,0,70.93,"Men",12.22,5.62,3.76,2.88,2.36,0.17,0.08,0.05,0.04,0.03,12.06,5.67,3.55,2.84,2.13,82.99,88.66,92.21,95.05,97.18
"Netherlands",1969,0,70.92,"Men",12.27,5.75,3.87,2.96,2.43,0.17,0.08,0.05,0.04,0.03,12.06,5.67,3.55,2.84,2.13,82.98,88.65,92.2,95.04,97.17
"Netherlands",1970,0,70.83,"Men",12.24,5.79,3.92,3.01,2.47,0.17,0.08,0.05,0.04,0.03,12.04,5.67,3.54,2.83,2.12,82.87,88.54,92.08,94.91,97.03
"Netherlands",1971,0,71.03,"Men",12.16,5.76,3.9,3,2.46,0.17,0.08,0.05,0.04,0.03,12.08,5.68,3.55,2.84,2.13,83.11,88.79,92.34,95.18,97.31
"Netherlands",1972,0,70.84,"Men",12.07,5.74,3.89,2.99,2.44,0.17,0.08,0.05,0.04,0.03,12.04,5.67,3.54,2.83,2.13,82.88,88.55,92.09,94.92,97.05
"Netherlands",1973,0,71.35,"Men",11.99,5.7,3.85,2.96,2.43,0.17,0.08,0.05,0.04,0.03,12.13,5.71,3.57,2.85,2.14,83.48,89.19,92.76,95.61,97.75
"Netherlands",1974,0,71.63,"Men",12.03,5.76,3.91,2.99,2.45,0.17,0.08,0.05,0.04,0.03,12.18,5.73,3.58,2.87,2.15,83.81,89.54,93.12,95.99,98.14
"Netherlands",1975,0,71.47,"Men",11.73,5.66,3.86,2.98,2.45,0.16,0.08,0.05,0.04,0.03,11.44,5.72,3.57,2.86,2.14,82.91,88.63,92.2,95.06,97.2
"Netherlands",1976,0,71.53,"Men",11.73,5.68,3.88,2.99,2.46,0.16,0.08,0.05,0.04,0.03,11.44,5.72,3.58,2.86,2.15,82.97,88.69,92.27,95.13,97.28
"Netherlands",1977,0,72.08,"Men",11.9,5.86,4.04,3.13,2.57,0.16,0.08,0.06,0.04,0.04,11.53,5.77,4.32,2.88,2.88,83.61,89.38,93.7,96.58,99.46
"Netherlands",1978,0,71.94,"Men",11.71,5.71,3.91,3.01,2.47,0.16,0.08,0.05,0.04,0.03,11.51,5.76,3.6,2.88,2.16,83.45,89.21,92.81,95.69,97.85
"Netherlands",1979,0,72.43,"Men",11.62,5.76,3.98,3.09,2.55,0.16,0.08,0.05,0.04,0.03,11.59,5.79,3.62,2.9,2.17,84.02,89.81,93.43,96.33,98.5
"Netherlands",1980,0,72.44,"Men",11.57,5.72,3.96,3.08,2.54,0.16,0.08,0.05,0.04,0.03,11.59,5.8,3.62,2.9,2.17,84.03,89.83,93.45,96.35,98.52
"Netherlands",1981,0,72.7,"Men",11.41,5.68,3.95,3.08,2.54,0.16,0.08,0.05,0.04,0.03,11.63,5.82,3.64,2.91,2.18,84.33,90.15,93.79,96.7,98.88
"Netherlands",1982,0,72.73,"Men",11.38,5.63,3.9,3.03,2.5,0.16,0.08,0.05,0.04,0.03,11.64,5.82,3.64,2.91,2.18,84.37,90.19,93.83,96.74,98.92
"Netherlands",1983,0,72.93,"Men",11.27,5.61,3.9,3.03,2.51,0.15,0.08,0.05,0.04,0.03,10.94,5.83,3.65,2.92,2.19,83.87,89.7,93.35,96.27,98.46
"Netherlands",1984,0,72.96,"Men",11.3,5.61,3.9,3.04,2.52,0.15,0.08,0.05,0.04,0.03,10.94,5.84,3.65,2.92,2.19,83.9,89.74,93.39,96.31,98.5
"Netherlands",1985,0,73.06,"Men",11.12,5.53,3.85,3.01,2.49,0.15,0.08,0.05,0.04,0.03,10.96,5.84,3.65,2.92,2.19,84.02,89.86,93.51,96.43,98.62
"Netherlands",1986,0,73.07,"Men",11.11,5.52,3.83,2.98,2.47,0.15,0.08,0.05,0.04,0.03,10.96,5.85,3.65,2.92,2.19,84.03,89.88,93.53,96.45,98.64
"Netherlands",1987,0,73.5,"Men",11.13,5.53,3.85,3,2.49,0.15,0.07,0.05,0.04,0.03,11.03,5.15,3.68,2.94,2.2,84.53,89.68,93.36,96.3,98.5
"Netherlands",1988,0,73.68,"Men",11.02,5.51,3.85,3.01,2.5,0.15,0.07,0.05,0.04,0.03,11.05,5.16,3.68,2.95,2.21,84.73,89.89,93.57,96.52,98.73
"Netherlands",1989,0,73.66,"Men",10.85,5.37,3.74,2.94,2.44,0.15,0.07,0.05,0.04,0.03,11.05,5.16,3.68,2.95,2.21,84.71,89.87,93.55,96.5,98.71
"Netherlands",1990,0,73.82,"Men",10.9,5.37,3.74,2.93,2.43,0.15,0.07,0.05,0.04,0.03,11.07,5.17,3.69,2.95,2.21,84.89,90.06,93.75,96.7,98.91
"Netherlands",1991,0,74.05,"Men",10.81,5.3,3.67,2.86,2.37,0.15,0.07,0.05,0.04,0.03,11.11,5.18,3.7,2.96,2.22,85.16,90.34,94.04,97,99.22
"Netherlands",1992,0,74.3,"Men",10.79,5.32,3.69,2.88,2.39,0.14,0.07,0.05,0.04,0.03,10.4,5.2,3.71,2.97,2.23,84.7,89.9,93.61,96.58,98.81
"Netherlands",1993,0,73.98,"Men",10.62,5.16,3.55,2.77,2.29,0.14,0.07,0.05,0.04,0.03,10.36,5.18,3.7,2.96,2.22,84.34,89.52,93.22,96.18,98.4
"Netherlands",1994,0,74.58,"Men",10.62,5.21,3.6,2.81,2.33,0.14,0.07,0.05,0.04,0.03,10.44,5.22,3.73,2.98,2.24,85.02,90.24,93.97,96.95,99.19
"Netherlands",1995,0,74.6,"Men",10.56,5.18,3.6,2.82,2.34,0.14,0.07,0.05,0.04,0.03,10.44,5.22,3.73,2.98,2.24,85.04,90.26,93.99,96.97,99.21
"Netherlands",1996,0,74.65,"Men",10.51,5.14,3.57,2.79,2.32,0.14,0.07,0.05,0.04,0.03,10.45,5.23,3.73,2.99,2.24,85.1,90.33,94.06,97.05,99.29
"Netherlands",1997,0,75.16,"Men",10.43,5.14,3.58,2.8,2.34,0.14,0.07,0.05,0.04,0.03,10.52,5.26,3.76,3.01,2.25,85.68,90.94,94.7,97.71,99.96
"Netherlands",1998,0,75.18,"Men",10.43,5.08,3.52,2.75,2.29,0.14,0.07,0.05,0.04,0.03,10.53,5.26,3.76,3.01,2.26,85.71,90.97,94.73,97.74,100
"Netherlands",1999,0,75.33,"Men",10.33,4.98,3.42,2.66,2.22,0.14,0.07,0.05,0.04,0.03,10.55,5.27,3.77,3.01,2.26,85.88,91.15,94.92,97.93,100.19
"Netherlands",2000,0,75.53,"Men",10.35,5.02,3.47,2.72,2.26,0.14,0.07,0.05,0.04,0.03,10.57,5.29,3.78,3.02,2.27,86.1,91.39,95.17,98.19,100.46
"Netherlands",2001,0,75.8,"Men",10.33,4.97,3.41,2.66,2.21,0.14,0.07,0.04,0.03,0.03,10.61,5.31,3.03,2.27,2.27,86.41,91.72,94.75,97.02,99.29
"Netherlands",2002,0,75.99,"Men",10.22,4.93,3.4,2.66,2.22,0.13,0.06,0.04,0.03,0.03,9.88,4.56,3.04,2.28,2.28,85.87,90.43,93.47,95.75,98.03
"Netherlands",2003,0,76.24,"Men",10.14,4.82,3.3,2.58,2.16,0.13,0.06,0.04,0.03,0.03,9.91,4.57,3.05,2.29,2.29,86.15,90.72,93.77,96.06,98.35
"Netherlands",2004,0,76.87,"Men",10.15,4.89,3.36,2.63,2.19,0.13,0.06,0.04,0.03,0.03,9.99,4.61,3.07,2.31,2.31,86.86,91.47,94.54,96.85,99.16
"Netherlands",2005,0,77.2,"Men",9.98,4.79,3.29,2.57,2.14,0.13,0.06,0.04,0.03,0.03,10.04,4.63,3.09,2.32,2.32,87.24,91.87,94.96,97.28,99.6
"Netherlands",2006,0,77.63,"Men",9.94,4.74,3.25,2.54,2.13,0.13,0.06,0.04,0.03,0.03,10.09,4.66,3.11,2.33,2.33,87.72,92.38,95.49,97.82,100.15
"Netherlands",2007,0,78.01,"Men",9.88,4.72,3.23,2.53,2.11,0.13,0.06,0.04,0.03,0.03,10.14,4.68,3.12,2.34,2.34,88.15,92.83,95.95,98.29,100.63
"Netherlands",2008,0,78.32,"Men",9.84,4.67,3.19,2.49,2.08,0.12,0.06,0.04,0.03,0.03,9.4,4.7,3.13,2.35,2.35,87.72,92.42,95.55,97.9,100.25
"Netherlands",2009,0,78.53,"Men",9.89,4.74,3.25,2.55,2.12,0.13,0.06,0.04,0.03,0.03,10.21,4.71,3.14,2.36,2.36,88.74,93.45,96.59,98.95,101.31
"Netherlands",2010,0,78.78,"Men",9.83,4.67,3.18,2.48,2.07,0.12,0.06,0.04,0.03,0.03,9.45,4.73,3.15,2.36,2.36,88.23,92.96,96.11,98.47,100.83
"Netherlands",2011,0,79.2,"Men",9.82,4.69,3.21,2.51,2.09,0.12,0.06,0.04,0.03,0.03,9.5,4.75,3.17,2.38,2.38,88.7,93.45,96.62,99,101.38
"Netherlands",2012,0,79.15,"Men",9.73,4.58,3.12,2.44,2.04,0.12,0.06,0.04,0.03,0.03,9.5,4.75,3.17,2.37,2.37,88.65,93.4,96.57,98.94,101.31
"Netherlands",2013,0,79.42,"Men",9.7,4.57,3.11,2.42,2.02,0.12,0.06,0.04,0.03,0.03,9.53,4.77,3.18,2.38,2.38,88.95,93.72,96.9,99.28,101.66
"Netherlands",2014,0,79.87,"Men",9.7,4.55,3.1,2.42,2.02,0.12,0.06,0.04,0.03,0.03,9.58,4.79,3.19,2.4,2.4,89.45,94.24,97.43,99.83,102.23
"Netherlands",2015,0,79.74,"Men",9.58,4.49,3.05,2.38,1.99,0.12,0.06,0.04,0.03,0.02,9.57,4.78,3.19,2.39,1.59,89.31,94.09,97.28,99.67,101.26
"Netherlands",2016,0,79.88,"Men",9.56,4.48,3.05,2.38,1.99,0.12,0.06,0.04,0.03,0.02,9.59,4.79,3.2,2.4,1.6,89.47,94.26,97.46,99.86,101.46
"Netherlands",2017,0,80.07,"Men",9.57,4.43,3.01,2.35,1.96,0.12,0.06,0.04,0.03,0.02,9.61,4.8,3.2,2.4,1.6,89.68,94.48,97.68,100.08,101.68
"Netherlands",2018,0,80.15,"Men",9.5,4.37,2.95,2.31,1.93,0.12,0.05,0.04,0.03,0.02,9.62,4.01,3.21,2.4,1.6,89.77,93.78,96.99,99.39,100.99
"Netherlands",2019,0,80.46,"Men",9.47,4.36,2.96,2.31,1.93,0.12,0.05,0.04,0.03,0.02,9.66,4.02,3.22,2.41,1.61,90.12,94.14,97.36,99.77,101.38
"Norway",1846,0,46.44,"Men",24.8,11.01,5.9,3.91,2.95,0.53,0.23,0.13,0.08,0.06,24.61,10.68,6.04,3.72,2.79,71.05,81.73,87.77,91.49,94.28
"Norway",1847,0,43.47,"Men",25.12,11.63,6.37,4.33,3.34,0.57,0.26,0.14,0.1,0.08,24.78,11.3,6.09,4.35,3.48,68.25,79.55,85.64,89.99,93.47
"Norway",1848,0,43.36,"Men",24.6,11.31,6.15,4.14,3.16,0.56,0.26,0.14,0.09,0.07,24.28,11.27,6.07,3.9,3.04,67.64,78.91,84.98,88.88,91.92
"Norway",1849,0,46.31,"Men",23.99,10.77,5.94,4.06,3.15,0.51,0.23,0.13,0.09,0.07,23.62,10.65,6.02,4.17,3.24,69.93,80.58,86.6,90.77,94.01
"Norway",1850,0,47.78,"Men",23.69,10.5,5.85,4.03,3.1,0.49,0.22,0.12,0.08,0.06,23.41,10.51,5.73,3.82,2.87,71.19,81.7,87.43,91.25,94.12
"Norway",1851,0,47.97,"Men",23.75,10.37,5.64,3.79,2.87,0.49,0.21,0.12,0.08,0.06,23.51,10.07,5.76,3.84,2.88,71.48,81.55,87.31,91.15,94.03
"Norway",1852,0,46.98,"Men",24,10.59,5.73,3.84,2.92,0.51,0.22,0.12,0.08,0.06,23.96,10.34,5.64,3.76,2.82,70.94,81.28,86.92,90.68,93.5
"Norway",1853,0,46.48,"Men",24,11.14,6.32,4.36,3.36,0.51,0.24,0.13,0.09,0.07,23.7,11.16,6.04,4.18,3.25,70.18,81.34,87.38,91.56,94.81
"Norway",1854,0,49.92,"Men",23.42,10.14,5.58,3.79,2.89,0.46,0.2,0.11,0.08,0.06,22.96,9.98,5.49,3.99,3,72.88,82.86,88.35,92.34,95.34
"Norway",1855,0,48.59,"Men",23.36,10.12,5.55,3.77,2.87,0.48,0.21,0.11,0.08,0.06,23.32,10.2,5.34,3.89,2.92,71.91,82.11,87.45,91.34,94.26
"Norway",1856,0,48.84,"Men",23.64,10.22,5.64,3.88,2.99,0.48,0.21,0.11,0.08,0.06,23.44,10.26,5.37,3.91,2.93,72.28,82.54,87.91,91.82,94.75
"Norway",1857,0,48.81,"Men",23.65,10.21,5.51,3.7,2.82,0.48,0.21,0.11,0.08,0.06,23.43,10.25,5.37,3.9,2.93,72.24,82.49,87.86,91.76,94.69
"Norway",1858,0,50.04,"Men",23.66,10.03,5.39,3.66,2.84,0.47,0.2,0.11,0.07,0.06,23.52,10.01,5.5,3.5,3,73.56,83.57,89.07,92.57,95.57
"Norway",1859,0,48.56,"Men",24.54,10.65,5.64,3.71,2.8,0.5,0.22,0.11,0.08,0.06,24.28,10.68,5.34,3.88,2.91,72.84,83.52,88.86,92.74,95.65
"Norway",1860,0,48.67,"Men",24.02,10.28,5.44,3.6,2.72,0.49,0.21,0.11,0.07,0.06,23.85,10.22,5.35,3.41,2.92,72.52,82.74,88.09,91.5,94.42
"Norway",1861,0,44.67,"Men",25.9,11.55,5.95,3.89,2.96,0.57,0.26,0.13,0.09,0.07,25.46,11.61,5.81,4.02,3.13,70.13,81.74,87.55,91.57,94.7
"Norway",1862,0,43.61,"Men",26.44,12.06,6.29,4.17,3.22,0.6,0.27,0.14,0.09,0.07,26.17,11.77,6.11,3.92,3.05,69.78,81.55,87.66,91.58,94.63
"Norway",1863,0,45.27,"Men",25.48,11.41,6.08,4.12,3.22,0.56,0.25,0.13,0.09,0.07,25.35,11.32,5.89,4.07,3.17,70.62,81.94,87.83,91.9,95.07
"Norway",1864,0,47.62,"Men",24.57,10.71,5.86,4.11,3.28,0.51,0.22,0.12,0.09,0.07,24.29,10.48,5.71,4.29,3.33,71.91,82.39,88.1,92.39,95.72
"Norway",1865,0,48.98,"Men",24.35,10.42,5.67,3.96,3.16,0.49,0.21,0.11,0.08,0.06,24,10.29,5.39,3.92,2.94,72.98,83.27,88.66,92.58,95.52
"Norway",1866,0,48.35,"Men",24.08,10.46,5.65,3.83,2.96,0.49,0.21,0.12,0.08,0.06,23.69,10.15,5.8,3.87,2.9,72.04,82.19,87.99,91.86,94.76
"Norway",1867,0,46.22,"Men",24.22,10.68,5.72,3.84,2.95,0.52,0.23,0.12,0.08,0.06,24.03,10.63,5.55,3.7,2.77,70.25,80.88,86.43,90.13,92.9
"Norway",1868,0,45.42,"Men",24.98,11.31,6.07,4.02,3.05,0.54,0.25,0.13,0.09,0.07,24.53,11.36,5.9,4.09,3.18,69.95,81.31,87.21,91.3,94.48
"Norway",1869,0,47.54,"Men",24.23,10.72,5.91,4.11,3.24,0.5,0.22,0.12,0.09,0.07,23.77,10.46,5.7,4.28,3.33,71.31,81.77,87.47,91.75,95.08
"Norway",1870,0,49.18,"Men",23.48,10.12,5.57,3.85,3.01,0.47,0.2,0.11,0.08,0.06,23.11,9.84,5.41,3.93,2.95,72.29,82.13,87.54,91.47,94.42
"Norway",1871,0,47.96,"Men",24.19,10.54,5.7,3.87,2.99,0.5,0.22,0.12,0.08,0.06,23.98,10.55,5.76,3.84,2.88,71.94,82.49,88.25,92.09,94.97
"Norway",1872,0,48.47,"Men",24.34,10.5,5.62,3.8,2.93,0.5,0.21,0.11,0.08,0.06,24.24,10.18,5.33,3.88,2.91,72.71,82.89,88.22,92.1,95.01
"Norway",1873,0,48.19,"Men",24.59,10.73,5.73,3.84,2.94,0.5,0.22,0.12,0.08,0.06,24.09,10.6,5.78,3.86,2.89,72.28,82.88,88.66,92.52,95.41
"Norway",1874,0,46.3,"Men",24.95,11.1,5.9,3.94,3.02,0.53,0.24,0.13,0.08,0.06,24.54,11.11,6.02,3.7,2.78,70.84,81.95,87.97,91.67,94.45
"Norway",1875,0,46.1,"Men",24.5,10.88,5.78,3.8,2.87,0.53,0.23,0.12,0.08,0.06,24.43,10.6,5.53,3.69,2.77,70.53,81.13,86.66,90.35,93.12
"Norway",1876,0,45.33,"Men",25.28,11.37,5.94,3.85,2.89,0.55,0.25,0.13,0.08,0.06,24.93,11.33,5.89,3.63,2.72,70.26,81.59,87.48,91.11,93.83
"Norway",1877,0,48.3,"Men",24.76,10.75,5.8,3.97,3.1,0.51,0.22,0.12,0.08,0.06,24.63,10.63,5.8,3.86,2.9,72.93,83.56,89.36,93.22,96.12
"Norway",1878,0,50.4,"Men",24.28,10.2,5.47,3.74,2.92,0.48,0.2,0.11,0.07,0.06,24.19,10.08,5.54,3.53,3.02,74.59,84.67,90.21,93.74,96.76
"Norway",1879,0,51.93,"Men",23.48,9.58,5.1,3.49,2.74,0.45,0.18,0.1,0.07,0.05,23.37,9.35,5.19,3.64,2.6,75.3,84.65,89.84,93.48,96.08
"Norway",1880,0,50.5,"Men",23.65,9.9,5.24,3.53,2.73,0.46,0.19,0.1,0.07,0.05,23.23,9.6,5.05,3.54,2.53,73.73,83.33,88.38,91.92,94.45
"Norway",1881,0,49.03,"Men",23.88,10.11,5.38,3.66,2.86,0.48,0.2,0.11,0.07,0.06,23.53,9.81,5.39,3.43,2.94,72.56,82.37,87.76,91.19,94.13
"Norway",1882,0,46.26,"Men",25.6,11.19,5.73,3.72,2.83,0.55,0.24,0.12,0.08,0.06,25.44,11.1,5.55,3.7,2.78,71.7,82.8,88.35,92.05,94.83
"Norway",1883,0,48.49,"Men",24.82,10.62,5.59,3.77,2.94,0.51,0.22,0.11,0.08,0.06,24.73,10.67,5.33,3.88,2.91,73.22,83.89,89.22,93.1,96.01
"Norway",1884,0,49.52,"Men",24.62,10.31,5.31,3.49,2.65,0.49,0.21,0.11,0.07,0.05,24.26,10.4,5.45,3.47,2.48,73.78,84.18,89.63,93.1,95.58
"Norway",1885,0,49.76,"Men",24.09,10.12,5.35,3.62,2.82,0.48,0.2,0.11,0.07,0.06,23.88,9.95,5.47,3.48,2.99,73.64,83.59,89.06,92.54,95.53
"Norway",1886,0,50.48,"Men",23.89,9.88,5.23,3.58,2.83,0.47,0.19,0.1,0.07,0.06,23.73,9.59,5.05,3.53,3.03,74.21,83.8,88.85,92.38,95.41
"Norway",1887,0,50.56,"Men",24.04,9.95,5.21,3.52,2.74,0.47,0.19,0.1,0.07,0.05,23.76,9.61,5.06,3.54,2.53,74.32,83.93,88.99,92.53,95.06
"Norway",1888,0,49.06,"Men",24.26,10.17,5.25,3.47,2.66,0.49,0.21,0.11,0.07,0.05,24.04,10.3,5.4,3.43,2.45,73.1,83.4,88.8,92.23,94.68
"Norway",1889,0,47.65,"Men",25.02,10.63,5.35,3.44,2.6,0.52,0.22,0.11,0.07,0.05,24.78,10.48,5.24,3.34,2.38,72.43,82.91,88.15,91.49,93.87
"Norway",1890,0,47.13,"Men",25.06,10.99,5.66,3.64,2.73,0.53,0.23,0.12,0.08,0.06,24.98,10.84,5.66,3.77,2.83,72.11,82.95,88.61,92.38,95.21
"Norway",1891,0,48.13,"Men",24.36,10.47,5.4,3.5,2.63,0.5,0.22,0.11,0.07,0.05,24.07,10.59,5.29,3.37,2.41,72.2,82.79,88.08,91.45,93.86
"Norway",1892,0,47.86,"Men",24.22,10.37,5.35,3.48,2.63,0.5,0.21,0.11,0.07,0.05,23.93,10.05,5.26,3.35,2.39,71.79,81.84,87.1,90.45,92.84
"Norway",1893,0,49.48,"Men",24.24,10.31,5.32,3.46,2.62,0.48,0.21,0.11,0.07,0.05,23.75,10.39,5.44,3.46,2.47,73.23,83.62,89.06,92.52,94.99
"Norway",1894,0,48.79,"Men",24.6,10.35,5.25,3.39,2.57,0.5,0.21,0.11,0.07,0.05,24.4,10.25,5.37,3.42,2.44,73.19,83.44,88.81,92.23,94.67
"Norway",1895,0,51.15,"Men",23.82,9.84,5.12,3.4,2.6,0.46,0.19,0.1,0.07,0.05,23.53,9.72,5.12,3.58,2.56,74.68,84.4,89.52,93.1,95.66
"Norway",1896,0,51.76,"Men",23.71,9.67,4.99,3.3,2.52,0.45,0.18,0.1,0.06,0.05,23.29,9.32,5.18,3.11,2.59,75.05,84.37,89.55,92.66,95.25
"Norway",1897,0,51.76,"Men",23.39,9.56,5,3.35,2.59,0.45,0.18,0.1,0.06,0.05,23.29,9.32,5.18,3.11,2.59,75.05,84.37,89.55,92.66,95.25
"Norway",1898,0,52.12,"Men",23.3,9.5,4.95,3.29,2.52,0.44,0.18,0.09,0.06,0.05,22.93,9.38,4.69,3.13,2.61,75.05,84.43,89.12,92.25,94.86
"Norway",1899,0,49.8,"Men",23.98,10.01,5.15,3.39,2.59,0.48,0.2,0.1,0.07,0.05,23.9,9.96,4.98,3.49,2.49,73.7,83.66,88.64,92.13,94.62
"Norway",1900,0,51.77,"Men",22.91,9.28,4.79,3.17,2.43,0.44,0.18,0.09,0.06,0.05,22.78,9.32,4.66,3.11,2.59,74.55,83.87,88.53,91.64,94.23
"Norway",1901,0,52.72,"Men",22.97,9.27,4.83,3.23,2.49,0.43,0.17,0.09,0.06,0.05,22.67,8.96,4.74,3.16,2.64,75.39,84.35,89.09,92.25,94.89
"Norway",1902,0,54.93,"Men",22.23,8.83,4.65,3.13,2.42,0.4,0.16,0.08,0.06,0.04,21.97,8.79,4.39,3.3,2.2,76.9,85.69,90.08,93.38,95.58
"Norway",1903,0,53.44,"Men",22.53,9.2,4.97,3.41,2.67,0.42,0.17,0.09,0.06,0.05,22.44,9.08,4.81,3.21,2.67,75.88,84.96,89.77,92.98,95.65
"Norway",1904,0,54.78,"Men",21.99,8.78,4.71,3.22,2.51,0.4,0.16,0.09,0.06,0.05,21.91,8.76,4.93,3.29,2.74,76.69,85.45,90.38,93.67,96.41
"Norway",1905,0,53.94,"Men",22.39,8.98,4.74,3.21,2.5,0.41,0.16,0.09,0.06,0.05,22.12,8.63,4.85,3.24,2.7,76.06,84.69,89.54,92.78,95.48
"Norway",1906,0,55.63,"Men",21.88,8.76,4.73,3.25,2.54,0.39,0.16,0.08,0.06,0.05,21.7,8.9,4.45,3.34,2.78,77.33,86.23,90.68,94.02,96.8
"Norway",1907,0,55.05,"Men",21.54,8.6,4.61,3.15,2.45,0.39,0.15,0.08,0.06,0.04,21.47,8.26,4.4,3.3,2.2,76.52,84.78,89.18,92.48,94.68
"Norway",1908,0,54.96,"Men",21.92,8.68,4.66,3.2,2.5,0.4,0.16,0.08,0.06,0.05,21.98,8.79,4.4,3.3,2.75,76.94,85.73,90.13,93.43,96.18
"Norway",1909,0,55.98,"Men",21.52,8.55,4.68,3.26,2.56,0.38,0.15,0.08,0.06,0.05,21.27,8.4,4.48,3.36,2.8,77.25,85.65,90.13,93.49,96.29
"Norway",1910,0,56.39,"Men",21.12,8.37,4.6,3.22,2.55,0.37,0.15,0.08,0.06,0.04,20.86,8.46,4.51,3.38,2.26,77.25,85.71,90.22,93.6,95.86
"Norway",1911,0,56.35,"Men",21.34,8.47,4.63,3.21,2.51,0.38,0.15,0.08,0.06,0.04,21.41,8.45,4.51,3.38,2.25,77.76,86.21,90.72,94.1,96.35
"Norway",1912,0,56.18,"Men",21.22,8.41,4.56,3.14,2.46,0.37,0.15,0.08,0.06,0.04,20.79,8.43,4.49,3.37,2.25,76.97,85.4,89.89,93.26,95.51
"Norway",1913,0,56.54,"Men",20.97,8.28,4.49,3.1,2.43,0.37,0.15,0.08,0.05,0.04,20.92,8.48,4.52,2.83,2.26,77.46,85.94,90.46,93.29,95.55
"Norway",1914,0,56.1,"Men",21.23,8.45,4.63,3.21,2.51,0.37,0.15,0.08,0.06,0.04,20.76,8.41,4.49,3.37,2.24,76.86,85.27,89.76,93.13,95.37
"Norway",1915,0,56.45,"Men",20.63,8.14,4.43,3.07,2.41,0.36,0.14,0.08,0.05,0.04,20.32,7.9,4.52,2.82,2.26,76.77,84.67,89.19,92.01,94.27
"Norway",1916,0,55.34,"Men",21.39,8.51,4.6,3.18,2.5,0.38,0.15,0.08,0.06,0.04,21.03,8.3,4.43,3.32,2.21,76.37,84.67,89.1,92.42,94.63
"Norway",1917,0,56.09,"Men",21.06,8.29,4.51,3.15,2.49,0.37,0.15,0.08,0.06,0.04,20.75,8.41,4.49,3.37,2.24,76.84,85.25,89.74,93.11,95.35
