"country","Year","Age","ex","Sex","edagg_1","edagg_2","edagg_3","edagg_4","edagg_5","H_1","H_2","H_3","H_4","H_5","gain_1","gain_2","gain_3","gain_4","gain_5","span_1","span_2","span_3","span_4","span_5"
"Estonia",2011,0,81,"Women",9.79,4.42,2.98,2.32,1.93,0.12,0.05,0.04,0.03,0.02,9.72,4.05,3.24,2.43,1.62,90.72,94.77,98.01,100.44,102.06
"Estonia",2012,0,81.15,"Women",9.85,4.5,3.06,2.38,1.97,0.12,0.06,0.04,0.03,0.02,9.74,4.87,3.25,2.43,1.62,90.89,95.76,99.01,101.44,103.06
"Estonia",2013,0,81.32,"Women",9.65,4.35,2.93,2.28,1.9,0.12,0.05,0.04,0.03,0.02,9.76,4.07,3.25,2.44,1.63,91.08,95.15,98.4,100.84,102.47
"Estonia",2014,0,81.49,"Women",9.7,4.38,2.95,2.3,1.91,0.12,0.05,0.04,0.03,0.02,9.78,4.07,3.26,2.44,1.63,91.27,95.34,98.6,101.04,102.67
"Estonia",2015,0,81.8,"Women",9.63,4.36,2.94,2.29,1.9,0.12,0.05,0.04,0.03,0.02,9.82,4.09,3.27,2.45,1.64,91.62,95.71,98.98,101.43,103.07
"Estonia",2016,0,81.88,"Women",9.74,4.37,2.96,2.3,1.91,0.12,0.05,0.04,0.03,0.02,9.83,4.09,3.28,2.46,1.64,91.71,95.8,99.08,101.54,103.18
"Estonia",2017,0,82.29,"Women",9.38,4.36,2.98,2.33,1.93,0.11,0.05,0.04,0.03,0.02,9.05,4.11,3.29,2.47,1.65,91.34,95.45,98.74,101.21,102.86
"Estonia",2018,0,82.41,"Women",9.32,4.29,2.89,2.25,1.87,0.11,0.05,0.03,0.03,0.02,9.07,4.12,2.47,2.47,1.65,91.48,95.6,98.07,100.54,102.19
"Estonia",2019,0,82.74,"Women",9.41,4.34,2.95,2.29,1.89,0.11,0.05,0.04,0.03,0.02,9.1,4.14,3.31,2.48,1.65,91.84,95.98,99.29,101.77,103.42
"Finland",1878,0,40.25,"Women",26.27,12.28,6.38,4.23,3.31,0.64,0.3,0.16,0.1,0.08,25.76,12.07,6.44,4.03,3.22,66.01,78.08,84.52,88.55,91.77
"Finland",1879,0,46.08,"Women",24.83,10.7,5.72,3.97,3.18,0.53,0.23,0.12,0.09,0.07,24.42,10.6,5.53,4.15,3.23,70.5,81.1,86.63,90.78,94.01
"Finland",1880,0,41.17,"Women",25.57,11.78,6.16,4.1,3.19,0.61,0.28,0.15,0.1,0.08,25.11,11.53,6.18,4.12,3.29,66.28,77.81,83.99,88.11,91.4
"Finland",1881,0,39.02,"Women",26.48,12.53,6.32,4,3.02,0.67,0.32,0.16,0.1,0.08,26.14,12.49,6.24,3.9,3.12,65.16,77.65,83.89,87.79,90.91
"Finland",1882,0,41.81,"Women",26.49,12.09,6.18,4.04,3.13,0.63,0.29,0.15,0.1,0.07,26.34,12.12,6.27,4.18,2.93,68.15,80.27,86.54,90.72,93.65
"Finland",1883,0,44.39,"Women",25.41,11.14,5.77,3.84,2.98,0.57,0.25,0.13,0.09,0.07,25.3,11.1,5.77,4,3.11,69.69,80.79,86.56,90.56,93.67
"Finland",1884,0,44.46,"Women",25.11,10.78,5.48,3.6,2.76,0.56,0.24,0.12,0.08,0.06,24.9,10.67,5.34,3.56,2.67,69.36,80.03,85.37,88.93,91.6
"Finland",1885,0,42.5,"Women",25.78,11.4,5.78,3.8,2.94,0.6,0.26,0.13,0.09,0.07,25.5,11.05,5.53,3.82,2.98,68,79.05,84.58,88.4,91.38
"Finland",1886,0,42.29,"Women",25.91,11.71,6.05,4,3.09,0.61,0.27,0.14,0.09,0.07,25.8,11.42,5.92,3.81,2.96,68.09,79.51,85.43,89.24,92.2
"Finland",1887,0,46.69,"Women",24.62,10.73,5.83,4.06,3.24,0.52,0.23,0.12,0.09,0.07,24.28,10.74,5.6,4.2,3.27,70.97,81.71,87.31,91.51,94.78
"Finland",1888,0,46.35,"Women",24.03,10.08,5.21,3.47,2.68,0.51,0.22,0.11,0.07,0.06,23.64,10.2,5.1,3.24,2.78,69.99,80.19,85.29,88.53,91.31
"Finland",1889,0,46.35,"Women",24.45,10.37,5.42,3.68,2.88,0.52,0.22,0.12,0.08,0.06,24.1,10.2,5.56,3.71,2.78,70.45,80.65,86.21,89.92,92.7
"Finland",1890,0,46.15,"Women",24.87,10.63,5.54,3.74,2.93,0.53,0.23,0.12,0.08,0.06,24.46,10.61,5.54,3.69,2.77,70.61,81.22,86.76,90.45,93.22
"Finland",1891,0,43.97,"Women",25.58,11.12,5.58,3.59,2.72,0.57,0.25,0.13,0.08,0.06,25.06,10.99,5.72,3.52,2.64,69.03,80.02,85.74,89.26,91.9
"Finland",1892,0,41.35,"Women",25.71,11.55,5.76,3.65,2.72,0.61,0.28,0.14,0.09,0.07,25.22,11.58,5.79,3.72,2.89,66.57,78.15,83.94,87.66,90.55
"Finland",1893,0,45,"Women",24.6,10.46,5.32,3.49,2.67,0.54,0.23,0.12,0.08,0.06,24.3,10.35,5.4,3.6,2.7,69.3,79.65,85.05,88.65,91.35
"Finland",1894,0,46.39,"Women",24.65,10.32,5.26,3.5,2.71,0.53,0.22,0.11,0.07,0.06,24.59,10.21,5.1,3.25,2.78,70.98,81.19,86.29,89.54,92.32
"Finland",1895,0,49.24,"Women",23.71,9.75,5.17,3.53,2.75,0.48,0.2,0.1,0.07,0.06,23.64,9.85,4.92,3.45,2.95,72.88,82.73,87.65,91.1,94.05
"Finland",1896,0,47.76,"Women",24.25,10.06,5.25,3.58,2.81,0.5,0.21,0.11,0.07,0.06,23.88,10.03,5.25,3.34,2.87,71.64,81.67,86.92,90.26,93.13
"Finland",1897,0,49.43,"Women",23.55,9.5,4.93,3.32,2.58,0.47,0.19,0.1,0.07,0.05,23.23,9.39,4.94,3.46,2.47,72.66,82.05,86.99,90.45,92.92
"Finland",1898,0,49.36,"Women",23.96,9.68,5.05,3.48,2.77,0.48,0.19,0.1,0.07,0.06,23.69,9.38,4.94,3.46,2.96,73.05,82.43,87.37,90.83,93.79
"Finland",1899,0,45.64,"Women",25.01,10.54,5.3,3.49,2.7,0.54,0.23,0.11,0.08,0.06,24.65,10.5,5.02,3.65,2.74,70.29,80.79,85.81,89.46,92.2
"Finland",1900,0,43.24,"Women",25.92,11.39,5.66,3.62,2.73,0.59,0.26,0.13,0.08,0.06,25.51,11.24,5.62,3.46,2.59,68.75,79.99,85.61,89.07,91.66
"Finland",1901,0,44.16,"Women",25.69,11.19,5.61,3.61,2.75,0.57,0.25,0.13,0.08,0.06,25.17,11.04,5.74,3.53,2.65,69.33,80.37,86.11,89.64,92.29
"Finland",1902,0,47.56,"Women",24.35,10.08,5.12,3.38,2.6,0.51,0.21,0.11,0.07,0.05,24.26,9.99,5.23,3.33,2.38,71.82,81.81,87.04,90.37,92.75
"Finland",1903,0,48.03,"Women",24.67,10.26,5.3,3.57,2.79,0.51,0.21,0.11,0.07,0.06,24.5,10.09,5.28,3.36,2.88,72.53,82.62,87.9,91.26,94.14
"Finland",1904,0,48.44,"Women",24.05,9.9,5.16,3.51,2.76,0.49,0.2,0.11,0.07,0.06,23.74,9.69,5.33,3.39,2.91,72.18,81.87,87.2,90.59,93.5
"Finland",1905,0,47.6,"Women",24.54,10.19,5.22,3.49,2.72,0.51,0.21,0.11,0.07,0.06,24.28,10,5.24,3.33,2.86,71.88,81.88,87.12,90.45,93.31
"Finland",1906,0,48.68,"Women",24.62,10.18,5.22,3.48,2.69,0.5,0.21,0.11,0.07,0.05,24.34,10.22,5.35,3.41,2.43,73.02,83.24,88.59,92,94.43
"Finland",1907,0,48.59,"Women",23.85,9.67,4.9,3.25,2.52,0.49,0.2,0.1,0.07,0.05,23.81,9.72,4.86,3.4,2.43,72.4,82.12,86.98,90.38,92.81
"Finland",1908,0,47.68,"Women",24.14,9.98,5.11,3.41,2.65,0.5,0.21,0.11,0.07,0.06,23.84,10.01,5.24,3.34,2.86,71.52,81.53,86.77,90.11,92.97
"Finland",1909,0,50.18,"Women",23.63,9.53,5,3.45,2.74,0.47,0.19,0.1,0.07,0.05,23.58,9.53,5.02,3.51,2.51,73.76,83.29,88.31,91.82,94.33
"Finland",1910,0,49.9,"Women",24,9.73,5.03,3.4,2.66,0.48,0.19,0.1,0.07,0.05,23.95,9.48,4.99,3.49,2.5,73.85,83.33,88.32,91.81,94.31
"Finland",1911,0,50.44,"Women",23.44,9.39,4.89,3.34,2.64,0.46,0.18,0.1,0.07,0.05,23.2,9.08,5.04,3.53,2.52,73.64,82.72,87.76,91.29,93.81
"Finland",1912,0,50.77,"Women",23.04,9.17,4.82,3.35,2.68,0.45,0.18,0.09,0.07,0.05,22.85,9.14,4.57,3.55,2.54,73.62,82.76,87.33,90.88,93.42
"Finland",1913,0,50.78,"Women",23.15,9.23,4.76,3.2,2.48,0.45,0.18,0.09,0.06,0.05,22.85,9.14,4.57,3.05,2.54,73.63,82.77,87.34,90.39,92.93
"Finland",1914,0,51.31,"Women",23.04,9.24,4.86,3.31,2.58,0.44,0.18,0.09,0.06,0.05,22.58,9.24,4.62,3.08,2.57,73.89,83.13,87.75,90.83,93.4
"Finland",1915,0,51.13,"Women",22.66,8.91,4.6,3.11,2.43,0.44,0.17,0.09,0.06,0.05,22.5,8.69,4.6,3.07,2.56,73.63,82.32,86.92,89.99,92.55
"Finland",1916,0,49.7,"Women",23.34,9.5,4.99,3.42,2.71,0.46,0.19,0.1,0.07,0.05,22.86,9.44,4.97,3.48,2.49,72.56,82,86.97,90.45,92.94
"Finland",1917,0,48.39,"Women",23.33,9.48,4.88,3.29,2.58,0.48,0.19,0.1,0.07,0.05,23.23,9.19,4.84,3.39,2.42,71.62,80.81,85.65,89.04,91.46
"Finland",1918,0,43.66,"Women",24.81,11.18,5.73,3.66,2.75,0.56,0.25,0.13,0.08,0.06,24.45,10.91,5.68,3.49,2.62,68.11,79.02,84.7,88.19,90.81
"Finland",1919,0,45.35,"Women",24.92,10.62,5.33,3.47,2.67,0.54,0.23,0.12,0.08,0.06,24.49,10.43,5.44,3.63,2.72,69.84,80.27,85.71,89.34,92.06
"Finland",1920,0,50.04,"Women",23.95,9.96,5.34,3.73,2.99,0.47,0.2,0.11,0.07,0.06,23.52,10.01,5.5,3.5,3,73.56,83.57,89.07,92.57,95.57
"Finland",1921,0,54.76,"Women",21.31,8.16,4.41,3.1,2.45,0.39,0.15,0.08,0.06,0.04,21.36,8.21,4.38,3.29,2.19,76.12,84.33,88.71,92,94.19
"Finland",1922,0,54.18,"Women",21.43,8.32,4.57,3.24,2.59,0.39,0.15,0.08,0.06,0.05,21.13,8.13,4.33,3.25,2.71,75.31,83.44,87.77,91.02,93.73
"Finland",1923,0,54.91,"Women",21.7,8.39,4.62,3.32,2.67,0.39,0.15,0.08,0.06,0.05,21.41,8.24,4.39,3.29,2.75,76.32,84.56,88.95,92.24,94.99
"Finland",1924,0,52.71,"Women",21.86,8.53,4.57,3.22,2.58,0.41,0.16,0.09,0.06,0.05,21.61,8.43,4.74,3.16,2.64,74.32,82.75,87.49,90.65,93.29
"Finland",1925,0,55.95,"Women",21.07,8.23,4.6,3.31,2.67,0.37,0.15,0.08,0.06,0.05,20.7,8.39,4.48,3.36,2.8,76.65,85.04,89.52,92.88,95.68
"Finland",1926,0,56.23,"Women",20.78,8.06,4.48,3.19,2.56,0.37,0.14,0.08,0.06,0.05,20.81,7.87,4.5,3.37,2.81,77.04,84.91,89.41,92.78,95.59
"Finland",1927,0,54.39,"Women",21.49,8.34,4.5,3.16,2.51,0.39,0.15,0.08,0.06,0.05,21.21,8.16,4.35,3.26,2.72,75.6,83.76,88.11,91.37,94.09
"Finland",1928,0,56.18,"Women",20.8,8.09,4.52,3.25,2.62,0.37,0.14,0.08,0.06,0.05,20.79,7.87,4.49,3.37,2.81,76.97,84.84,89.33,92.7,95.51
"Finland",1929,0,53.88,"Women",21.36,8.4,4.56,3.19,2.52,0.39,0.15,0.08,0.06,0.05,21.01,8.08,4.31,3.23,2.69,74.89,82.97,87.28,90.51,93.2
"Finland",1930,0,57.02,"Women",20.47,8,4.46,3.15,2.49,0.36,0.14,0.08,0.05,0.04,20.53,7.98,4.56,2.85,2.28,77.55,85.53,90.09,92.94,95.22
"Finland",1931,0,57.27,"Women",19.77,7.65,4.34,3.16,2.57,0.34,0.13,0.08,0.05,0.04,19.47,7.45,4.58,2.86,2.29,76.74,84.19,88.77,91.63,93.92
"Finland",1932,0,58.21,"Women",19.98,7.88,4.57,3.32,2.67,0.34,0.13,0.08,0.06,0.05,19.79,7.57,4.66,3.49,2.91,78,85.57,90.23,93.72,96.63
"Finland",1933,0,58.12,"Women",19.63,7.52,4.31,3.13,2.52,0.33,0.13,0.07,0.05,0.04,19.18,7.56,4.07,2.91,2.32,77.3,84.86,88.93,91.84,94.16
"Finland",1934,0,58.66,"Women",19.7,7.67,4.45,3.24,2.6,0.33,0.13,0.08,0.05,0.04,19.36,7.63,4.69,2.93,2.35,78.02,85.65,90.34,93.27,95.62
"Finland",1935,0,59.94,"Women",18.83,7.27,4.35,3.26,2.68,0.31,0.12,0.07,0.05,0.04,18.58,7.19,4.2,3,2.4,78.52,85.71,89.91,92.91,95.31
"Finland",1936,0,58.51,"Women",18.83,7.26,4.23,3.12,2.54,0.32,0.12,0.07,0.05,0.04,18.72,7.02,4.1,2.93,2.34,77.23,84.25,88.35,91.28,93.62
"Finland",1937,0,59.77,"Women",18.78,7.35,4.44,3.34,2.75,0.31,0.12,0.07,0.06,0.05,18.53,7.17,4.18,3.59,2.99,78.3,85.47,89.65,93.24,96.23
"Finland",1938,0,59.74,"Women",18.75,7.38,4.5,3.43,2.84,0.31,0.12,0.07,0.06,0.05,18.52,7.17,4.18,3.58,2.99,78.26,85.43,89.61,93.19,96.18
"Finland",1939,0,59.78,"Women",18.45,7.13,4.3,3.24,2.66,0.31,0.12,0.07,0.05,0.04,18.53,7.17,4.18,2.99,2.39,78.31,85.48,89.66,92.65,95.04
"Finland",1940,0,58.08,"Women",19.11,7.13,3.98,2.81,2.2,0.33,0.12,0.07,0.05,0.04,19.17,6.97,4.07,2.9,2.32,77.25,84.22,88.29,91.19,93.51
"Finland",1941,0,60.66,"Women",18.27,6.75,3.88,2.82,2.27,0.3,0.11,0.06,0.05,0.04,18.2,6.67,3.64,3.03,2.43,78.86,85.53,89.17,92.2,94.63
"Finland",1942,0,61.49,"Women",17.69,6.85,4.17,3.17,2.62,0.29,0.11,0.07,0.05,0.04,17.83,6.76,4.3,3.07,2.46,79.32,86.08,90.38,93.45,95.91
"Finland",1943,0,61.92,"Women",17.99,6.83,4.05,3.01,2.46,0.29,0.11,0.06,0.05,0.04,17.96,6.81,3.72,3.1,2.48,79.88,86.69,90.41,93.51,95.99
"Finland",1944,0,59.19,"Women",19.22,7.24,4.2,3.1,2.52,0.32,0.12,0.07,0.05,0.04,18.94,7.1,4.14,2.96,2.37,78.13,85.23,89.37,92.33,94.7
"Finland",1945,0,60.78,"Women",18.94,7.03,4.09,3.01,2.45,0.31,0.11,0.07,0.05,0.04,18.84,6.69,4.25,3.04,2.43,79.62,86.31,90.56,93.6,96.03
"Finland",1946,0,64.58,"Women",16.88,6.49,4.07,3.13,2.6,0.26,0.1,0.06,0.05,0.04,16.79,6.46,3.87,3.23,2.58,81.37,87.83,91.7,94.93,97.51
"Finland",1947,0,64.58,"Women",16.4,6.19,3.81,2.88,2.36,0.25,0.1,0.06,0.04,0.04,16.14,6.46,3.87,2.58,2.58,80.72,87.18,91.05,93.63,96.21
"Finland",1948,0,65.97,"Women",15.51,5.97,3.74,2.84,2.32,0.23,0.09,0.06,0.04,0.03,15.17,5.94,3.96,2.64,1.98,81.14,87.08,91.04,93.68,95.66
"Finland",1949,0,66.14,"Women",14.62,5.73,3.65,2.78,2.28,0.22,0.09,0.05,0.04,0.03,14.55,5.95,3.31,2.65,1.98,80.69,86.64,89.95,92.6,94.58
"Finland",1950,0,67.92,"Women",13.87,5.56,3.6,2.75,2.26,0.2,0.08,0.05,0.04,0.03,13.58,5.43,3.4,2.72,2.04,81.5,86.93,90.33,93.05,95.09
"Finland",1951,0,68.83,"Women",13.1,5.34,3.49,2.67,2.2,0.19,0.08,0.05,0.04,0.03,13.08,5.51,3.44,2.75,2.06,81.91,87.42,90.86,93.61,95.67
"Finland",1952,0,69.48,"Women",12.86,5.42,3.64,2.84,2.36,0.18,0.08,0.05,0.04,0.03,12.51,5.56,3.47,2.78,2.08,81.99,87.55,91.02,93.8,95.88
"Finland",1953,0,69.76,"Women",12.46,5.18,3.44,2.65,2.19,0.18,0.07,0.05,0.04,0.03,12.56,4.88,3.49,2.79,2.09,82.32,87.2,90.69,93.48,95.57
"Finland",1954,0,70.65,"Women",12.26,5.25,3.56,2.79,2.32,0.17,0.07,0.05,0.04,0.03,12.01,4.95,3.53,2.83,2.12,82.66,87.61,91.14,93.97,96.09
"Finland",1955,0,70.66,"Women",12.02,5,3.34,2.59,2.15,0.17,0.07,0.05,0.04,0.03,12.01,4.95,3.53,2.83,2.12,82.67,87.62,91.15,93.98,96.1
"Finland",1956,0,71.18,"Women",11.94,5.15,3.52,2.77,2.31,0.17,0.07,0.05,0.04,0.03,12.1,4.98,3.56,2.85,2.14,83.28,88.26,91.82,94.67,96.81
"Finland",1957,0,70.6,"Women",12.25,5.23,3.53,2.74,2.27,0.17,0.07,0.05,0.04,0.03,12,4.94,3.53,2.82,2.12,82.6,87.54,91.07,93.89,96.01
"Finland",1958,0,71.72,"Women",11.59,4.97,3.37,2.63,2.19,0.16,0.07,0.05,0.04,0.03,11.48,5.02,3.59,2.87,2.15,83.2,88.22,91.81,94.68,96.83
"Finland",1959,0,72.16,"Women",11.58,5.18,3.62,2.87,2.4,0.16,0.07,0.05,0.04,0.03,11.55,5.05,3.61,2.89,2.16,83.71,88.76,92.37,95.26,97.42
"Finland",1960,0,72.4,"Women",11.19,4.97,3.41,2.67,2.23,0.15,0.07,0.05,0.04,0.03,10.86,5.07,3.62,2.9,2.17,83.26,88.33,91.95,94.85,97.02
"Finland",1961,0,72.24,"Women",11.17,4.98,3.45,2.73,2.29,0.15,0.07,0.05,0.04,0.03,10.84,5.06,3.61,2.89,2.17,83.08,88.14,91.75,94.64,96.81
"Finland",1962,0,72.25,"Women",10.92,4.82,3.29,2.58,2.14,0.15,0.07,0.05,0.04,0.03,10.84,5.06,3.61,2.89,2.17,83.09,88.15,91.76,94.65,96.82
"Finland",1963,0,72.69,"Women",11,4.98,3.44,2.71,2.27,0.15,0.07,0.05,0.04,0.03,10.9,5.09,3.63,2.91,2.18,83.59,88.68,92.31,95.22,97.4
"Finland",1964,0,72.96,"Women",10.78,4.9,3.39,2.67,2.23,0.15,0.07,0.05,0.04,0.03,10.94,5.11,3.65,2.92,2.19,83.9,89.01,92.66,95.58,97.77
"Finland",1965,0,72.86,"Women",10.54,4.73,3.28,2.59,2.17,0.14,0.06,0.04,0.04,0.03,10.2,4.37,2.91,2.91,2.19,83.06,87.43,90.34,93.25,95.44
"Finland",1966,0,73.18,"Women",10.69,4.86,3.36,2.65,2.22,0.15,0.07,0.05,0.04,0.03,10.98,5.12,3.66,2.93,2.2,84.16,89.28,92.94,95.87,98.07
"Finland",1967,0,73.59,"Women",10.61,4.91,3.43,2.7,2.26,0.14,0.07,0.05,0.04,0.03,10.3,5.15,3.68,2.94,2.21,83.89,89.04,92.72,95.66,97.87
"Finland",1968,0,73.57,"Women",10.43,4.81,3.36,2.66,2.23,0.14,0.06,0.05,0.04,0.03,10.3,4.41,3.68,2.94,2.21,83.87,88.28,91.96,94.9,97.11
"Finland",1969,0,73.57,"Women",10.52,4.81,3.33,2.63,2.21,0.14,0.06,0.04,0.04,0.03,10.3,4.41,2.94,2.94,2.21,83.87,88.28,91.22,94.16,96.37
"Finland",1970,0,74.4,"Women",10.46,4.83,3.35,2.64,2.22,0.14,0.06,0.04,0.04,0.03,10.42,4.46,2.98,2.98,2.23,84.82,89.28,92.26,95.24,97.47
"Finland",1971,0,74.32,"Women",10.39,4.83,3.36,2.65,2.21,0.14,0.06,0.04,0.04,0.03,10.4,4.46,2.97,2.97,2.23,84.72,89.18,92.15,95.12,97.35
"Finland",1972,0,75.03,"Women",10.27,4.79,3.36,2.66,2.23,0.14,0.06,0.04,0.04,0.03,10.5,4.5,3,3,2.25,85.53,90.03,93.03,96.03,98.28
"Finland",1973,0,75.68,"Women",10.24,4.83,3.39,2.7,2.26,0.13,0.06,0.04,0.04,0.03,9.84,4.54,3.03,3.03,2.27,85.52,90.06,93.09,96.12,98.39
"Finland",1974,0,75.56,"Women",10.32,4.77,3.32,2.62,2.19,0.14,0.06,0.04,0.03,0.03,10.58,4.53,3.02,2.27,2.27,86.14,90.67,93.69,95.96,98.23
"Finland",1975,0,76.14,"Women",10.3,4.83,3.36,2.65,2.22,0.13,0.06,0.04,0.03,0.03,9.9,4.57,3.05,2.28,2.28,86.04,90.61,93.66,95.94,98.22
"Finland",1976,0,76.33,"Women",10.27,4.85,3.39,2.68,2.25,0.13,0.06,0.04,0.03,0.03,9.92,4.58,3.05,2.29,2.29,86.25,90.83,93.88,96.17,98.46
"Finland",1977,0,76.96,"Women",10.18,4.82,3.35,2.64,2.21,0.13,0.06,0.04,0.03,0.03,10,4.62,3.08,2.31,2.31,86.96,91.58,94.66,96.97,99.28
"Finland",1978,0,77.43,"Women",10.04,4.82,3.37,2.66,2.23,0.13,0.06,0.04,0.03,0.03,10.07,4.65,3.1,2.32,2.32,87.5,92.15,95.25,97.57,99.89
"Finland",1979,0,77.55,"Women",10.16,4.87,3.39,2.68,2.23,0.13,0.06,0.04,0.03,0.03,10.08,4.65,3.1,2.33,2.33,87.63,92.28,95.38,97.71,100.04
"Finland",1980,0,77.86,"Women",9.87,4.7,3.28,2.59,2.17,0.13,0.06,0.04,0.03,0.03,10.12,4.67,3.11,2.34,2.34,87.98,92.65,95.76,98.1,100.44
"Finland",1981,0,78.11,"Women",9.84,4.78,3.35,2.65,2.21,0.13,0.06,0.04,0.03,0.03,10.15,4.69,3.12,2.34,2.34,88.26,92.95,96.07,98.41,100.75
"Finland",1982,0,78.59,"Women",10,4.91,3.46,2.73,2.27,0.13,0.06,0.04,0.03,0.03,10.22,4.72,3.14,2.36,2.36,88.81,93.53,96.67,99.03,101.39
"Finland",1983,0,78.36,"Women",10.03,4.85,3.39,2.67,2.21,0.13,0.06,0.04,0.03,0.03,10.19,4.7,3.13,2.35,2.35,88.55,93.25,96.38,98.73,101.08
"Finland",1984,0,78.76,"Women",9.95,4.88,3.45,2.73,2.27,0.13,0.06,0.04,0.03,0.03,10.24,4.73,3.15,2.36,2.36,89,93.73,96.88,99.24,101.6
"Finland",1985,0,78.52,"Women",9.69,4.68,3.28,2.59,2.17,0.12,0.06,0.04,0.03,0.03,9.42,4.71,3.14,2.36,2.36,87.94,92.65,95.79,98.15,100.51
"Finland",1986,0,78.76,"Women",9.78,4.69,3.26,2.56,2.13,0.12,0.06,0.04,0.03,0.03,9.45,4.73,3.15,2.36,2.36,88.21,92.94,96.09,98.45,100.81
"Finland",1987,0,78.71,"Women",9.91,4.72,3.27,2.56,2.13,0.13,0.06,0.04,0.03,0.03,10.23,4.72,3.15,2.36,2.36,88.94,93.66,96.81,99.17,101.53
"Finland",1988,0,78.69,"Women",9.87,4.65,3.22,2.53,2.12,0.12,0.06,0.04,0.03,0.03,9.44,4.72,3.15,2.36,2.36,88.13,92.85,96,98.36,100.72
"Finland",1989,0,78.9,"Women",9.8,4.64,3.23,2.55,2.13,0.12,0.06,0.04,0.03,0.03,9.47,4.73,3.16,2.37,2.37,88.37,93.1,96.26,98.63,101
"Finland",1990,0,78.88,"Women",9.84,4.63,3.22,2.54,2.12,0.12,0.06,0.04,0.03,0.03,9.47,4.73,3.16,2.37,2.37,88.35,93.08,96.24,98.61,100.98
"Finland",1991,0,79.32,"Women",9.76,4.63,3.22,2.53,2.1,0.12,0.06,0.04,0.03,0.03,9.52,4.76,3.17,2.38,2.38,88.84,93.6,96.77,99.15,101.53
"Finland",1992,0,79.44,"Women",9.74,4.58,3.16,2.48,2.07,0.12,0.06,0.04,0.03,0.03,9.53,4.77,3.18,2.38,2.38,88.97,93.74,96.92,99.3,101.68
"Finland",1993,0,79.48,"Women",9.36,4.4,3.05,2.4,2.02,0.12,0.06,0.04,0.03,0.03,9.54,4.77,3.18,2.38,2.38,89.02,93.79,96.97,99.35,101.73
"Finland",1994,0,80.15,"Women",9.49,4.44,3.06,2.41,2.01,0.12,0.06,0.04,0.03,0.02,9.62,4.81,3.21,2.4,1.6,89.77,94.58,97.79,100.19,101.79
"Finland",1995,0,80.21,"Women",9.43,4.46,3.1,2.43,2.03,0.12,0.06,0.04,0.03,0.03,9.63,4.81,3.21,2.41,2.41,89.84,94.65,97.86,100.27,102.68
"Finland",1996,0,80.55,"Women",9.28,4.34,3,2.36,1.98,0.11,0.05,0.04,0.03,0.02,8.86,4.03,3.22,2.42,1.61,89.41,93.44,96.66,99.08,100.69
"Finland",1997,0,80.51,"Women",9.37,4.32,2.97,2.33,1.96,0.12,0.05,0.04,0.03,0.02,9.66,4.03,3.22,2.42,1.61,90.17,94.2,97.42,99.84,101.45
"Finland",1998,0,80.84,"Women",9.37,4.34,2.97,2.33,1.94,0.12,0.05,0.04,0.03,0.02,9.7,4.04,3.23,2.43,1.62,90.54,94.58,97.81,100.24,101.86
"Finland",1999,0,81.03,"Women",9.28,4.31,2.99,2.36,1.97,0.11,0.05,0.04,0.03,0.02,8.91,4.05,3.24,2.43,1.62,89.94,93.99,97.23,99.66,101.28
"Finland",2000,0,81.02,"Women",9.32,4.29,2.96,2.33,1.95,0.11,0.05,0.04,0.03,0.02,8.91,4.05,3.24,2.43,1.62,89.93,93.98,97.22,99.65,101.27
"Finland",2001,0,81.54,"Women",9.17,4.27,2.94,2.32,1.94,0.11,0.05,0.04,0.03,0.02,8.97,4.08,3.26,2.45,1.63,90.51,94.59,97.85,100.3,101.93
"Finland",2002,0,81.53,"Women",9.05,4.13,2.84,2.24,1.89,0.11,0.05,0.03,0.03,0.02,8.97,4.08,2.45,2.45,1.63,90.5,94.58,97.03,99.48,101.11
"Finland",2003,0,81.81,"Women",9.06,4.18,2.89,2.28,1.91,0.11,0.05,0.04,0.03,0.02,9,4.09,3.27,2.45,1.64,90.81,94.9,98.17,100.62,102.26
"Finland",2004,0,82.27,"Women",9.29,4.24,2.9,2.27,1.89,0.11,0.05,0.04,0.03,0.02,9.05,4.11,3.29,2.47,1.65,91.32,95.43,98.72,101.19,102.84
"Finland",2005,0,82.3,"Women",9.47,4.25,2.9,2.27,1.89,0.11,0.05,0.03,0.03,0.02,9.05,4.12,2.47,2.47,1.65,91.35,95.47,97.94,100.41,102.06
"Finland",2006,0,82.83,"Women",9.19,4.21,2.89,2.27,1.88,0.11,0.05,0.03,0.03,0.02,9.11,4.14,2.48,2.48,1.66,91.94,96.08,98.56,101.04,102.7
"Finland",2007,0,82.86,"Women",9.15,4.12,2.81,2.21,1.84,0.11,0.05,0.03,0.03,0.02,9.11,4.14,2.49,2.49,1.66,91.97,96.11,98.6,101.09,102.75
"Finland",2008,0,83.01,"Women",9.11,4.14,2.83,2.22,1.85,0.11,0.05,0.03,0.03,0.02,9.13,4.15,2.49,2.49,1.66,92.14,96.29,98.78,101.27,102.93
"Finland",2009,0,83.11,"Women",9.18,4.16,2.84,2.23,1.85,0.11,0.05,0.03,0.03,0.02,9.14,4.16,2.49,2.49,1.66,92.25,96.41,98.9,101.39,103.05
"Finland",2010,0,83.24,"Women",9.04,4.12,2.82,2.21,1.84,0.11,0.05,0.03,0.03,0.02,9.16,4.16,2.5,2.5,1.66,92.4,96.56,99.06,101.56,103.22
